공간정보일련번호,지형지물명,등록구,관리기관,명칭,구경,형식,최대유량,가설일자,급수계통,작동상태,맨홀지형지물부호,맨홀등록구,용도
27,유량계,부산진구,시설관리사업소,안창태영택시1,150,터어빈형,,1997-12-01,,양호,상수맨홀,부산진구,권역
29,유량계,부산진구,시설관리사업소,범일6동양수선100,100,터어빈형,,1997-12-01,,양호,상수맨홀,부산진구,권역
30,유량계,부산진구,시설관리사업소,한전변전소앞100,100,터어빈형,,1999-12-01,,양호,상수맨홀,부산진구,권역
31,유량계,서구,시설관리사업소,송도,500,초음파식,276070.26,2020-03-23,감천배수지,양호,,,권역
32,유량계,금정구,시설관리사업소,명장협진1,800,초음파식,0,2017-05-31,덕천가압장(시내),양호,상수맨홀,금정구,권역
34,유량계,부산진구,부산진사업소,19-2블록 유량계,200,전자식,0,2017-03-02,사상가압장(신설),양호,,부산진구,블록
35,유량계,연제구,동래통합사업소,(구)신도극장(시청앞),300,터어빈형,0,1999-12-01,사상가압장(신설),양호,상수맨홀,연제구,권역
36,유량계,연제구,시설관리사업소,하마정,1500,초음파식,286789.01,2018-08-15,사상가압장(신설),양호,상수맨홀,연제구,권역
37,유량계,동래구,시설관리사업소,온천전철,1000,초음파식,0,2021-04-08,오륜배수지,양호,,동래구,권역
38,유량계,부산진구,부산진사업소,32-2블록 유량계,150,전자식,284604.66,2025-03-19,전포2배수지,양호,,부산진구,블록
39,유량계,부산진구,부산진사업소,32-3블록 유량계,300,초음파식,284580.02,2002-09-08,전포2배수지,양호,,,블록
40,유량계,북구,북부사업소,7-1블록 유량계,200,전자식,2533,2013-11-21,덕산정수장(생활직송),양호,상수맨홀,북구,블록
41,유량계,동구,중동부사업소,3블록유량계,400,전자식,1181,2019-05-16,개금1배수지,양호,상수맨홀,동구,블록
42,유량계,남구,남부사업소,제28블록 유량계,300,전자식,282127.57,2017-01-01,덕천가압장(시내),양호,,남구,블록
43,유량계,사하구,사하사업소,9블록 유량계,150,전자식,275,2019-03-13,덕산정수장(생활직송),양호,상수맨홀,사하구,블록
44,유량계,사하구,사하사업소,33블록 유량계,300,초음파식,275855.21,2015-10-15,성화원부스터,양호,상수맨홀,사하구,블록
45,유량계,사하구,시설관리사업소,하단1,1200,초음파식,0,2017-05-30,사상가압장(신설),양호,상수맨홀,사하구,권역
46,유량계,남구,남부사업소,제22블록 유량계,300,전자식,0,2017-01-01,사상가압장(신설),양호,,남구,블록
47,유량계,서구,서부사업소,7-2블록 유량계(구3-4),150,전자식,0,2015-10-06,수정산터널배수지,양호,,서구,블록
48,유량계,영도구,영도사업소,12블록 유량계(13-2통합,300,초음파식,277161.83,2021-05-24,청학배수지,양호,상수맨홀,영도구,블록
49,유량계,수영구,남부사업소,제10블록유량계,400,초음파식,285122.39,2018-04-17,덕천가압장(시내),양호,,수영구,블록
50,유량계,동구,중동부사업소,13블록유량계,300,초음파식,1650,2003-10-30,영주배수지,양호,,동구,블록
51,유량계,부산진구,부산진사업소,48블록 유량계,200,전자식,282941.79,2017-03-02,개금2배수지,양호,,부산진구,블록
52,유량계,서구,서부사업소,15블록 유량계,250,초음파식,0,2023-03-20,아미배수지,양호,,,블록
53,유량계,서구,서부사업소,20-1블록 유량계,300,초음파식,277657.55,2024-06-03,복병산배수지,양호,,서구,블록
54,유량계,남구,남부사업소,제42블록유량계,400,전자식,0,2017-01-01,덕천가압장(시내),양호,,남구,블록
55,유량계,부산진구,부산진사업소,29블록 유량계,200,전자식,0,2019-05-27,전포2배수지,양호,,부산진구,블록
56,유량계,중구,중동부사업소,25블록유량계,250,초음파식,3305,2003-11-05,복병산배수지,양호,,중구,블록
57,유량계,금정구,동래통합사업소,제18블록유량계,200,전자식,0,2023-05-02,서동배수지,양호,상수맨홀,금정구,블록
58,유량계,금정구,동래통합사업소,제13블록 유량계,300,초음파식,,2002-12-07,덕천가압장(시내),양호,상수맨홀,금정구,블록
59,유량계,부산진구,부산진사업소,7블록 유량계,200,전자식,285450.33,2024-07-08,당감배수지,양호,,부산진구,블록
60,유량계,부산진구,부산진사업소,12-1블록 유량계,200,전자식,0,2016-05-10,거제배수지,양호,,부산진구,블록
61,유량계,북구,북부사업소,유량계,200,초음파식,,2000-01-01,덕산정수장(생활직송),양호,,북구,기타
62,유량계,사하구,사하사업소,6블록 유량계,200,전자식,3185,2025-04-02,괴정1가압장,양호,,사하구,블록
63,유량계,사하구,사하사업소,34블록 유량계,150,전자식,1313,2023-03-23,덕산정수장(생활직송),양호,,사하구,블록
65,유량계,사상구,북부사업소,50블록 유량계,250,초음파식,287235.47,2017-06-14,덕산정수장(생활직송),양호,상수맨홀,사상구,블록
66,유량계,부산진구,시설관리사업소,안창라인펌프1,50,익차형,,1997-12-01,안창가압장,양호,,부산진구,권역
70,유량계,남구,시설관리사업소,범일시민,900,초음파식,0,2017-06-01,사상가압장(신설),양호,,남구,권역
71,유량계,사하구,사하사업소,7-1블록 유량계,200,전자식,924,2018-04-13,대티2배수지,양호,,사하구,블록
72,유량계,동래구,동래통합사업소,23블록유량계,250,전자식,289308.73,2017-06-28,덕천가압장(오륜),양호,상수맨홀,동래구,블록
73,유량계,사하구,사하사업소,20블록 유량계,300,전자식,3399,2018-04-13,아미배수지,양호,,사하구,블록
74,유량계,수영구,남부사업소,제15블록유량계,300,전자식,284308.58,2017-01-01,덕천가압장(시내),양호,,수영구,블록
75,유량계,수영구,남부사업소,제14블록유량계,200,전자식,0,2014-01-01,덕천가압장(시내),양호,,수영구,블록
76,유량계,금정구,동래통합사업소,제27블록 유량계,150,전자식,0,2025-05-19,서동배수지,양호,상수맨홀,금정구,블록
77,유량계,사하구,시설관리사업소,대티고개,300,터어빈형,,1997-07-01,덕산정수장(생활),양호,상수맨홀,사하구,권역
78,유량계,사하구,사하사업소,4블록 유량계,250,전자식,4040,2016-07-16,덕산정수장(생활직송),양호,,사하구,블록
79,유량계,중구,중동부사업소,28블록 유량계,200,전자식,278604.23,2024-04-17,복병산배수지,양호,,중구,블록
80,유량계,중구,중동부사업소,27블록유량계,200,전자식,,2005-10-10,복병산배수지,양호,,중구,블록
81,유량계,동구,중동부사업소,2블록유량계,150,전자식,281743.9,2021-09-29,영주배수지,양호,,동구,블록
82,유량계,부산진구,부산진사업소,27블록 유량계,200,전자식,284603.07,2018-03-19,전포1배수지,양호,,부산진구,블록
83,유량계,남구,남부사업소,제20블록 유량계,300,초음파식,283132.24,2021-04-05,낙농가압장,양호,,남구,블록
84,유량계,서구,서부사업소,12블록 유량계,250,초음파식,0,2017-04-24,대티배수지,양호,,서구,블록
85,유량계,사상구,시설관리사업소,낙동대교,450,초음파식,0,2018-04-27,덕산정수장(공업직송),양호,상수맨홀,사상구,권역
86,유량계,동래구,동래통합사업소,26블록유량계,250,전자식,0,2018-05-14,덕천가압장(시내),양호,상수맨홀,동래구,블록
87,유량계,동래구,동래통합사업소,14블록유량계,250,전자식,0,2017-06-28,덕천가압장(시내),양호,상수맨홀,동래구,블록
88,유량계,남구,남부사업소,제52블록 유량계,300,전자식,0,2022-04-26,용호2배수지,양호,,남구,블록
90,유량계,수영구,남부사업소,제19블록 유량계,300,초음파식,0,2020-05-20,덕천가압장(시내),양호,,수영구,블록
91,유량계,동래구,동래통합사업소,25블록유량계,250,전자식,289262.31,2017-06-28,명장배수지,양호,상수맨홀,동래구,블록
92,유량계,사상구,북부사업소,30블록 유량계,300,초음파식,0,2024-04-16,덕산정수장(생활직송),양호,상수맨홀,사상구,블록
93,유량계,금정구,동래통합사업소,제19블록 유량계,200,초음파식,290949.47,2004-07-27,명장정수장(가압),양호,상수맨홀,금정구,블록
94,유량계,동래구,동래통합사업소,30블록유량계,300,전자식,0,2017-06-28,명장정수장(직송),양호,상수맨홀,동래구,블록
95,유량계,사상구,북부사업소,42블록 유량계,350,초음파식,283774.11,2025-04-04,개금1배수지,양호,상수맨홀,사상구,블록
96,유량계,동구,중동부사업소,14블록유량계,200,전자식,0,2021-03-04,수정산터널배수지,양호,,동구,블록
97,유량계,남구,남부사업소,제33블록 유량계,250,초음파식,0,2021-04-07,덕천가압장(시내),양호,,남구,블록
98,유량계,남구,남부사업소,제26블록 유량계,250,초음파식,0,2018-04-17,덕천가압장(시내),양호,,남구,블록
99,유량계,동래구,동래통합사업소,5블록유량계,300,전자식,290326.97,2017-06-28,덕천가압장(오륜),양호,상수맨홀,동래구,블록
100,유량계,수영구,남부사업소,제18블록 유량계,250,초음파식,282748.08,2018-04-17,덕천가압장(시내),양호,,수영구,블록
101,유량계,수영구,남부사업소,제17블록 유량계,250,초음파식,0,2018-04-17,덕천가압장(시내),양호,,수영구,블록
102,유량계,영도구,영도사업소,14블록유량계,150,전자식,277390.49,2020-03-12,청학배수지,양호,상수맨홀,영도구,블록
103,유량계,서구,서부사업소,16블록 유량계,200,전자식,278543.58,2016-11-02,대티배수지,양호,,서구,블록
104,유량계,부산진구,부산진사업소,43블록 유량계,150,전자식,0,2023-03-20,개금1배수지,양호,,부산진구,블록
105,유량계,사하구,사하사업소,10블럭 유량계,300,초음파식,277674.21,2020-09-24,신평배수지,양호,상수맨홀,사하구,블록
106,유량계,사하구,사하사업소,11블럭 유량계,150,전자식,0,2021-03-08,사상가압장(신설),양호,상수맨홀,사하구,블록
107,유량계,금정구,시설관리사업소,명장협진2,400,초음파식,0,2019-05-07,덕천가압장(시내),양호,,금정구,권역
109,유량계,동래구,시설관리사업소,온천입구2,450,초음파식,0,2010-03-29,명장정수장(직송),양호,,동래구,권역
110,유량계,수영구,시설관리사업소,연산학성,400,초음파식,0,2018-04-18,망미가압장,양호,상수맨홀,수영구,권역
111,유량계,서구,서부사업소,27블록 유량계,250,초음파식,0,2017-04-24,덕산정수장(생활직송),양호,,서구,블록
112,유량계,사상구,북부사업소,34블록 유량계,200,전자식,285038.73,2019-05-02,덕산정수장(생활직송),양호,상수맨홀,사상구,블록
113,유량계,중구,중동부사업소,17-1블록유량계,200,전자식,0,2020-02-24,수정산터널배수지,양호,,중구,블록
114,유량계,부산진구,부산진사업소,34블록 유량계,200,전자식,0,2021-05-04,개금1배수지,양호,,부산진구,블록
115,유량계,연제구,시설관리사업소,시청앞,1000,초음파식,286801.65,2022-02-22,사상가압장(신설),양호,,연제구,권역
116,유량계,중구,중동부사업소,20블록유량계,200,전자식,,2005-04-14,복병산배수지,양호,,중구,블록
117,유량계,연제구,동래통합사업소,39블록유량계,200,전자식,288199.89,2018-05-14,사상가압장(신설),양호,상수맨홀,연제구,블록
118,유량계,영도구,영도사업소,구)4블록 유량계,150,전자식,277230.97,2013-01-24,사상가압장(기설),양호,상수맨홀,영도구,블록
119,유량계,동래구,동래통합사업소,12블록유량계,250,전자식,289901.7,2018-05-14,덕천가압장(시내),양호,상수맨홀,동래구,블록
120,유량계,영도구,영도사업소,2블록유량계,200,전자식,277196.38,2024-06-27,영도배수지,양호,상수맨홀,영도구,블록
121,유량계,부산진구,시설관리사업소,거제배수지,700,초음파식,0,2014-12-01,,양호,,부산진구,권역
1,유량계,기타,덕산정수사업소,1정수 회수유량계,400,전자식,0,1986-06-01,덕산정수장(생활직송),양호,,기타,기타
3,유량계,기타,덕산정수사업소,2정수 회수유량계,400,전자식,0,1989-03-01,덕산정수장(생활직송),양호,,기타,기타
4,유량계,수영구,남부사업소,제 7블록 유량계,200,전자식,0,2022-04-26,덕천가압장(시내),양호,,수영구,블록
5,유량계,수영구,남부사업소,제16블록 유량계,300,초음파식,0,2024-05-22,덕천가압장(시내),양호,,수영구,블록
6,유량계,강서구,시설관리사업소,진해,600,초음파식,0,2020-03-23,녹산생활배수지,양호,상수맨홀,강서구,권역
8,유량계,강서구,시설관리사업소,명지IC,1000,초음파식,0,2020-03-16,덕산정수장(공업직송),양호,상수맨홀,강서구,권역
9,유량계,동래구,동래통합사업소,9블록유량계,150,전자식,0,2023-05-04,명장배수지,양호,상수맨홀,동래구,블록
10,유량계,사하구,사하사업소,27블록 유량계,200,전자식,0,2023-03-23,덕산정수장(생활직송),양호,,사하구,블록
11,유량계,강서구,시설관리사업소,수관교2,2200,초음파식,0,2021-04-08,덕산정수장(생활직송),양호,,강서구,권역
12,유량계,강서구,시설관리사업소,수관교300,300,터어빈형,,1997-11-01,덕산정수장(생활직송),양호,,강서구,권역
13,유량계,강서구,강서사업소,강서6블록 유량계,200,전자식,0,2021-02-19,덕산정수장(생활직송),양호,상수맨홀,강서구,블록
14,유량계,강서구,강서사업소,강서13블록 유량계,200,전자식,0,2022-04-29,덕산정수장(생활직송),양호,,강서구,블록
15,유량계,강서구,시설관리사업소,수관교1,2200,초음파식,0,2017-11-08,덕산정수장(생활직송),양호,,강서구,권역
16,유량계,강서구,강서사업소,강서3블록 유량계,200,전자식,0,2016-05-19,덕산정수장(생활직송),양호,,강서구,블록
17,유량계,강서구,강서사업소,강서12블록 유량계,200,전자식,0,2016-05-19,덕산정수장(생활직송),양호,상수맨홀,강서구,블록
18,유량계,금정구,시설관리사업소,장전식물원,200,터어빈형,0,1998-11-01,화명정수장,양호,상수맨홀,금정구,권역
19,유량계,중구,중동부사업소,19블록유량계,250,전자식,1290,2015-09-16,개금1배수지,양호,상수맨홀,중구,블록
20,유량계,중구,중동부사업소,26블록유량계,200,전자식,2694,2024-04-16,복병산배수지,양호,상수맨홀,중구,블록
22,유량계,금정구,시설관리사업소,온천입구1,500,초음파식,291257.92,2020-03-23,덕천가압장(시내),양호,상수맨홀,금정구,권역
23,유량계,영도구,영도사업소,3블록유량계,150,초음파식,276622.15,2024-06-27,영도배수지,양호,상수맨홀,영도구,블록
24,유량계,금정구,시설관리사업소,석대1,800,초음파식,0,2017-05-31,명장정수장(직송),양호,상수맨홀,금정구,권역
25,유량계,금정구,시설관리사업소,명륜명서,100,터어빈형,0,1998-11-01,명장정수장,양호,상수맨홀,금정구,권역
26,유량계,부산진구,시설관리사업소,신주례,500,초음파식,0,2022-02-22,사상가압장(신설),양호,상수맨홀,부산진구,권역
244,유량계,중구,중동부사업소,23블록유량계,200,전자식,1307,2003-10-06,복병산배수지,양호,,중구,블록
245,유량계,영도구,영도사업소,1블록 유량계,200,전자식,277351.48,2021-05-24,영도배수지,양호,상수맨홀,영도구,블록
246,유량계,사하구,사하사업소,21블록유량계,200,전자식,0,2017-04-28,감천배수지,양호,,사하구,블록
247,유량계,서구,서부사업소,23블록 유량계,300,초음파식,276050.26,2019-05-28,감천배수지,양호,,서구,블록
249,유량계,사상구,북부사업소,46-1블록 유량계,300,전자식,0,2021-05-27,사상가압장(기설),양호,상수맨홀,사상구,블록
250,유량계,사하구,사하사업소,2블록 유량계,250,초음파식,279371.94,2023-03-23,사상가압장(기설),양호,,사하구,블록
251,유량계,서구,서부사업소,1블록 유량계,80,전자식,0,2014-01-01,꽃마을배수지,양호,,서구,블록
252,유량계,부산진구,부산진사업소,9블록 유량계,150,전자식,0,2024-04-04,거제배수지,양호,,부산진구,블록
253,유량계,동래구,동래통합사업소,서명초등학교앞,100,터어빈형,290994.82,2001-12-21,명장배수지,양호,,,권역
254,유량계,수영구,시설관리사업소,고려제강,1800,초음파식,287206.61,2022-02-22,덕천가압장(시내),양호,,수영구,권역
255,유량계,기장군,시설관리사업소,송정,700,초음파식,0,2018-04-27,좌동2배수지,양호,,기장군,권역
256,유량계,해운대구,해운대사업소,반송1동 제7블록 유량계,200,전자식,0,2025-03-24,반송배수지,양호,상수맨홀,해운대구,블록
257,유량계,해운대구,해운대사업소,반송1동 제8블록 유량계,250,초음파식,0,2018-04-24,반송배수지,양호,상수맨홀,해운대구,블록
258,유량계,해운대구,해운대사업소,반여3동 제15블록 유량계,250,초음파식,0,2015-10-13,반여2배수지1부스터,양호,상수맨홀,해운대구,블록
259,유량계,금정구,동래통합사업소,제1블록 유량계,200,전자식,0,2014-02-03,범어사정수장(직송),양호,상수맨홀,금정구,블록
260,유량계,강서구,강서사업소,강서5블록 유량계,200,전자식,0,2024-04-29,덕산정수장(생활직송),양호,상수맨홀,강서구,블록
261,유량계,부산진구,시설관리사업소,광명사앞,75,터어빈형,,1999-12-01,,양호,상수맨홀,부산진구,권역
262,유량계,서구,서부사업소,9블록 유량계,200,전자식,279380.53,2018-04-03,대티배수지,양호,,서구,블록
263,유량계,부산진구,부산진사업소,42블록 유량계,300,초음파식,0,2019-05-27,개금1배수지,양호,,부산진구,블록
264,유량계,부산진구,부산진사업소,40블록 유량계,200,전자식,0,2018-03-19,개금1배수지,양호,,부산진구,블록
265,유량계,서구,서부사업소,2-1블록유량계,200,전자식,0,2023-03-20,수정산터널배수지,양호,,서구,블록
266,유량계,동구,중동부사업소,15블록 유량계,200,전자식,280271.48,2004-11-05,수정1배수지,양호,,동구,블록
291,유량계,동구,중동부사업소,9블록유량계,200,전자식,0,2019-05-09,개금1배수지,양호,,동구,블록
292,유량계,금정구,동래통합사업소,제22블록 유량계,250,전자식,0,2021-06-04,명장정수장(가압),양호,상수맨홀,금정구,블록
294,유량계,금정구,명장정수사업소,원수유출 유량계,1200,초음파식,0,2015-11-01,,양호,,금정구,원수
295,유량계,사하구,사하사업소,19블록 유량계,200,전자식,277250.91,2024-06-17,사상가압장(기설),양호,,사하구,블록
296,유량계,동래구,동래통합사업소,28블록유량계,250,초음파식,0,2022-04-28,명장배수지,양호,상수맨홀,동래구,블록
297,유량계,연제구,동래통합사업소,32블록 유량계,250,전자식,288265.22,2023-05-04,덕천가압장(오륜),양호,상수맨홀,연제구,블록
298,유량계,연제구,동래통합사업소,53블록 유량계,150,전자식,0,2008-09-09,,양호,상수맨홀,연제구,블록
299,유량계,해운대구,해운대사업소,반여1동 급수탑용 유량계실,100,터어빈형,289568.35,2002-09-06,명장정수장(가압),양호,상수맨홀,해운대구,기타
300,유량계,해운대구,해운대사업소,우1동 제25블록 유량계,300,전자식,285182.68,2016-07-26,좌동2배수지,양호,상수맨홀,해운대구,블록
301,유량계,해운대구,해운대사업소,우2동 제22블록 유량계,200,전자식,,2002-11-15,덕천가압장(시내),양호,상수맨홀,해운대구,블록
302,유량계,해운대구,해운대사업소,중1동 제30블록 유량계,300,초음파식,285063.89,2017-05-01,덕천가압장(시내),양호,상수맨홀,해운대구,블록
303,유량계,사하구,사하사업소,38-1블록 소블록유량계설치,200,터어빈형,0,2008-05-15,덕산정수장(생활직송),양호,,사하구,블록(보조)
304,유량계,사하구,사하사업소,38-1블록내 (소블록유량계설치),100,터어빈형,0,2008-05-15,덕산정수장(생활직송),양호,,사하구,블록(보조)
305,유량계,사하구,사하사업소,38-1블록내(소블록유량계설치),100,터어빈형,0,2008-05-15,덕산정수장(생활직송),양호,,사하구,블록(보조)
306,유량계,연제구,동래통합사업소,54블록 유량계,200,전자식,0,2022-05-09,물만골가압장,양호,상수맨홀,연제구,블록
307,유량계,부산진구,부산진사업소,11블록 유량계,250,초음파식,0,2017-03-02,거제배수지,양호,,부산진구,블록
308,유량계,영도구,영도사업소,제22블록 유량계,200,전자식,0,2020-03-12,해돋이배수지,양호,상수맨홀,영도구,블록
309,유량계,해운대구,해운대사업소,반여1동 제12블록 유량계,250,전자식,288879.18,2020-03-20,명장정수장(가압),양호,상수맨홀,해운대구,블록
310,유량계,기장군,기장사업소,2블록 유량계,250,전자식,296678.34,2021-04-30,봉대산배수지,양호,상수맨홀,기장군,블록
311,유량계,금정구,동래통합사업소,제23블록 유량계,200,전자식,0,2021-06-04,명장정수장(가압),양호,,금정구,블록
313,유량계,해운대구,해운대사업소,반여2동 제16블록 유량계,300,초음파식,,2015-10-13,반여배수지,양호,상수맨홀,해운대구,블록
314,유량계,해운대구,해운대사업소,반여3동 제14블록 유량계,250,전자식,0,2020-03-20,반여2배수지,양호,상수맨홀,해운대구,블록
267,유량계,사상구,북부사업소,45블록 유량계,200,전자식,0,2019-05-02,덕산정수장(생활직송),양호,상수맨홀,사상구,블록
269,유량계,금정구,동래통합사업소,제30블록 유량계,200,전자식,226,2025-05-19,남산배수지,양호,상수맨홀,금정구,블록
