번호,시군구명,동명,리명,도로명,교차로명,경도,위도
346,동구,범일동,,범곡남로 9,삼일극장(직결:동구청),129.0566531,35.13894740
347,동구,범일동,,범곡남로 9,삼일극장(직결:동구청),129.0566509,35.13833531
348,동구,좌천동,,정공단로47번길 2,삼일극장(직결:동구청),129.0564804,35.13732420
349,동구,좌천동,,정공단로47번길 2,삼일극장(직결:동구청),129.0564324,35.13732345
350,동구,범일동,,범곡남로 9,삼일극장(직결:동구청),129.0565706,35.13803593
351,동구,범일동,,범곡남로 9,,129.0566384,35.13768470
352,동구,범일동,,진시장로 2-3,삼일극장(직결:동구청),129.0565929,35.13770081
353,동구,초량동,,중앙대로214번길 3-8,,129.0405030,35.11645147
354,동구,좌천동,,,좌천로타리,129.0537420,35.13369787
355,동구,좌천동,,,삼일극장(직결:동구청),129.0557786,35.13661801
356,동구,범일동,,,삼일극장(직결:동구청),129.0566801,35.13772822
357,동구,좌천동,,,삼일극장(직결:동구청),129.0558002,35.13667925
358,동구,좌천동,,,삼일극장(직결:동구청),129.0557462,35.13639930
359,동구,좌천동,,,삼일극장(직결:동구청),129.0563225,35.13728932
360,동구,좌천동,,,삼일극장(직결:동구청),129.0557770,35.13637508
361,동구,범일동,,,삼일극장(직결:동구청),129.0563371,35.13943746
362,동구,범일동,,범곡로 10,,129.0563517,35.13991715
363,동구,초량동,,중앙대로 222,,129.0402688,35.11657738
364,동구,초량동,,,,129.0399614,35.11603938
365,동구,초량동,,,,129.0400325,35.11616104
366,동구,초량동,,중앙대로221번길 9,,129.0401000,35.11627587
367,동구,초량동,,,,129.0397981,35.11573681
368,동구,초량동,,,부산역(부산진 이지벨 이설설치),129.0398028,35.11574520
369,동구,초량동,,,부산역(부산진 이지벨 이설설치),129.0399564,35.11533503
370,동구,초량동,,초량중로80번길 6-1,부산역(부산진 이지벨 이설설치),129.0405239,35.11666974
371,동구,초량동,,초량중로80번길 6-1,부산역(부산진 이지벨 이설설치),129.0405016,35.11667733
372,동구,좌천동,,,,129.0539885,35.13389954
373,동구,초량동,,,부산역(부산진 이지벨 이설설치),129.0407971,35.11713866
374,동구,초량동,,,부산역(부산진 이지벨 이설설치),129.0407338,35.11732933
375,동구,좌천동,,,좌천삼익가구,129.0540216,35.13406005
376,중구,대청동2가,,,미문화원,129.0326780,35.10284974
377,동구,초량동,,,부산역(부산진 이지벨 이설설치),129.0408322,35.11713767
378,동구,초량동,,초량로13번길 79,부산역(부산진 이지벨 이설설치),129.0396544,35.11540150
379,동구,초량동,,,부산역(부산진 이지벨 이설설치),129.0407660,35.11731506
380,동구,초량동,,중앙대로209번길 10-11,,129.0404710,35.11640531
381,동구,초량동,,중앙대로221번길 9,,129.0405343,35.11649917
382,동구,초량동,,,부산역(부산진 이지벨 이설설치),129.0400847,35.11571043
383,동구,초량동,,,부산역(부산진 이지벨 이설설치),129.0407980,35.11731002
384,동구,초량동,,중앙대로214번길 3-8,,129.0405504,35.11657174
385,동구,초량동,,,부산역(부산진 이지벨 이설설치),129.0401414,35.11586525
386,동구,초량동,,,부산역(부산진 이지벨 이설설치),129.0398903,35.11535067
387,동구,초량동,,초량로13번길 79,부산역(부산진 이지벨 이설설치),129.0395679,35.11541238
388,동구,초량동,,,부산역(부산진 이지벨 이설설치),129.0397506,35.11570656
389,동구,좌천동,,,좌천로타리,129.0534995,35.13327667
390,동구,좌천동,,,좌천삼익가구,129.0540275,35.13411498
