업체기관관리번호,업체명,주소,상세주소,업종코드
6260488,(주)거원지오텍,경기도 광명시 소하동 1365 에이스 광명타워,A동 1104,기타
6260501,다윤월드,명천로 196,,전기
6260503,대진환경건설,일광면 동백리 78번지,,기타
6260505,부산진경찰서,부산광역시 부산진구 부전1동 408-4,,기타
6260508,(주)신한전기,부산광역시 강서구 체육공원로52번길 74-2,,기타
6260521,(주)강남텔레콤,경남 김해시 생림면 안양로46번길 7-7,,통신
6260525,(주)삼진전설,연제구 연산동,,전기
6260526,(주)브이씨엠,부산광역시 해운대구 좌동 1475-2,218호 좌동 투모로우,기타
6260530,주식회사 세기이앤씨,부산시 강서구 대저2동,,전기
6260539,한다종합건설 주식회사,"부산광역시 사상구 대동로 24-1, 3층",,기타
6260544,(주)태진종합건설,부산광역시 금정구 장전동 601-9 금정산 태진팰리스,비동 601호,기타
6260545,하람건설,경상남도 김해시 불암동 229-25,1층,기타
6260551,㈜펜코산업개발,"부산 수영구 무학로 46,402호(광안동)",,기타
6260571,대명토건(주),"부산광역시 금정구 수림로, 상가3층",,기타
6260583,(주)현승토건,부산광역시 기장군 기장읍 교리 351-16,,하수
6260584,(주) 유정환경,창원시 의창구 창이대로 113번길 6 804호,,상수
6260615,(주)걍진씨엔씨,부산광역시 기장군 기장읍 청강로57번길 19,,기타
6260622,제현건설(주),경상남도 김해시 동상동 1100-3,402호,기타
6260623,(주)우성통신,부산시 수영구 수영로 687 4층,,통신
6260633,덕명종합건설(주),부산광역시 부산진구 부전동 508-5,덕명인스타리움 101,기타
6260636,(주)한성이엔씨,부산광역시 수영구 광안동 1066-8,한성이엔씨,전기
6260639,(주)남일,부산광역시 사상구 감전동 315 (주)남일,,전기
6260717,한토건설 주식회사,부산광역시 강서구 대저2동 3153-1,123동 2층 206호,기타
6260726,(주)더청연,부산광역시 금정구 구서동 415-3 시티타워,지하1층 102호,기타
6260743,(주)테라이지,서울특별시 강서구 가양동 449-21 한화비즈메트로2차,13층 1302호,기타
6260746,(주)에스씨엘엔지니어링,부산광역시 동구 좌천동 913-101,,기타
6260747,(주)대하종합건설,대구 중구 삼덕동2가 149-138,,기타
6260752,디자인혜움,부산광역시 부산진구 범전동 26-74,,기타
6260754,(주)서한,부산광역시 부산진구 범천동 1131-8,2층,기타
6260781,한성건업,경상남도 김해시 동상동 624-2,,기타
6260784,퍼스트종합건설(주),부산광역시 북구 덕천동 388-12,2층,개인
6260785,㈜ 신우하이텍,부산광역시 부산진구 전포동 194-27,5층,기타
6260787,녹수건설(주),부산시 영도구 상리로,,도로
6260804,(주)태림종합건설,부산광역시 수영구 광안동 159-3 대권네오텔,201호,하수
6260806,도천종합건설(주),경상남도 창원시 의창구 도계동 334-17,2층,기타
6260809,지케이종합건설(주),경상남도 김해시 삼정동 20-10,2층,기타
6260815,한국동서발전(주),울산광역시 중구 성안동 239,한국동서발전(주),기타
6260819,대운건설(주),울산광역시 울주군 범서읍 구영리 130-4,,기타
6260824,(주)미강종합건설,부산광역시 해운대구 중동 1768-5 센트럴메디타워,1401호,도로
6260830,(주)용두건설,부산광역시 금정구 남산동 952-24,남산동 952-24번지,기타
6260834,(주)동아지질,부산광역시 금정구 구서동 1033-2 동아지질(주),,기타
6260839,한국수자원공사,대전광역시 대덕구 연축동 산6-2 한국수자원공사,한국수자원공사,상수
6260859,(주)엠그린종합건설,부산광역시 사상구 주례동 135-2,,기타
6260864,(주)삼우특수개발,부산광역시 해운대구 우동 1436-1 더샵해운대아델리스,103-2901,도로
6260879,㈜청호이엔지,부산광역시 동래구 온천동 1535-36,301호,개인
6260883,(주)로더건설,부산광역시 해운대구 좌동 1317 경동지플러스,,도로
6260887,주식회사 청호토건,부산광역시 해운대구 송정동 129-13,129-13,기타
6260902,유진종합건설,대구광역시 수성구 두산동,,기타
6260905,(주)일오삼산전,부산광역시 수영구 광안동 1075-11,,전기
6260906,부광종합건설(주),부산광역시 수영구 망미동 196-19,편한빌딩 3층,기타
6260907,(주)동양건설산업,경기도 수원시 권선구 권선동 1015 동양덱스빌아파트,,기타
6260908,연제구청,00000000000000000,,기타
6260909,(주)민지건설,경상남도 양산시 삼호동 188-4 광개토,1층,상수
6260910,주식회사 대영이엔씨,부산광역시 수영구 광안동 1025-9,2층(삼정빌딩),기타
6260911,이삭전설(주),서울특별시 동작구 사당동 1141 르메이에르,르메이에르,도로
6260688,(주)매일상사,부산광역시 강서구 대저1동 660,,기타
6260692,(주) 정명건설,부산광역시 금정구 구서동 177-1 우남타워,11층,하수
6260694,씨지이앤씨(주),경기도 용인시 기흥구 영덕동 1029 U-TOWER,1906호,기타
6260700,주식회사 창진디앤씨,"부산광역시 기장군 정관읍 정관로 548, 1606동901호",,기타
6260702,수지테크,서울특별시 금천구 시흥동 984 시흥유통상가,19동 236호,기타
6260704,㈜부원설비,부산광역시 남구 문현동 219-60 진성수퍼,,기타
6260705,건수정보통신(주),경상남도 김해시 풍유동 68-5,,기타
6260727,비즈101건설(주),부산광역시 남구 문현동 125-23 현대메디컬약국,6층,기타
6260729,주식회사 엔텍건설,부산광역시 강서구 대저2동 3153-1,"126동 217,218호",기타
6260731,(주)조경디자인 선,부산광역시 기장군 정관읍 용수리 1297-13,용수리,기타
6260738,부경종합건설(주),부산광역시 기장군 기장읍 대라리 999,3층,개인
6260771,(주)대원이엔씨건설,부산광역시 서구 서대신동2가 278-2 서대신 엔스타,,기타
6260772,서한종합건설(주),부산광역시 해운대구 우동 1434 썬프라자,531,개인
6260790,대연2구역 주택재건축 정비사업조합,부산 남구 진남로 70번길 1,301호,개인
6260793,집터건축사무소,부산광역시 사상구 감전동 157-15 협성빌딩,"401호, 협성빌딩",기타
6260805,(주)하운종합건설,부산광역시 사상구 학장동,,기타
6260810,(주)대강선재,부산광역시 강서구 생곡동 1598-1,,기타
6260823,(주)영일토건,부산광역시 남구 용호동 215-8 자수정삼겹살,3층 302호,도로
6260829,(주)신화종합건설,부산광역시 수영구 광안동 203-6 희원빌딩,신화빌딩 10층,기타
6260831,(주)예원종합건설,경상남도 김해시 동상동 1124-2,동상동 1124-2,기타
6260833,(재)환경기술정책연구원,서울특별시 성북구 안암동5가 1-2 고려대학교안암캠퍼스,산학관 203-2호,도로
6260838,에스아이엘산업(주),부산광역시 동래구 명장동 140-4,,기타
6260844,주식회사 청운종합전기,경기도 시흥시 군자동 537-1 리즈펠리스,황고개로327번길 33,전기
6260847,(주)대호산업,부산광역시 금정구 구서동 159-3,,기타
6260851,주식회사 동우토건,부산광역시 기장군 기장읍 청강리 117-12,1층,하수
6260852,금정건설(주),부산광역시 금정구 장전동 394-6,3층,기타
6260857,교보종합건설(주),부산광역시 동래구 수안동 9-35,2층,기타
6260858,(주)영광종합건설,경상남도 남해군 창선면 가인리 468,468,하수
6260860,(주)삼마토건,대구광역시 수성구 범어동 45-5 킹덤오피스텔,607호(킹덤오피스텔),하수
6260863,(주)유성이엔씨,부산광역시 금정구 청룡동 285-5 부산재활용사촌,,기타
6260868,삼우특수개발,부산광역시 해운대구 우동 1436-1 더샵해운대아델리스,103-2901,도로
6260878,(주)우석신도시,세종특별자치시 나성동 775 세종의아침,863호,도로
6260882,강민건설(주),경상남도 양산시 물금읍 가촌리 1270-5 DN뷰타운,4층 401호,도로
6260682,거제2구역 주택재개발 정비사업조합,부산광역시 연제구 해맞이로81번길,,기타
6260684,주식회사 동방전기,부산 동래구 명륜로 50,2증 수안동,전기
6260693,㈜도시건설,부산시 연제구 여고로 80번지,,기타
6260699,한국전파기지국,부산광역시 동구 초량동 1056-2 한국방송통신전파진흥원 부산본부,408호,통신
6260720,근영건설 주식회사,부산광역시 강서구 대저로 89번 가길 50,"거제동,지하",기타
6260721,미상,부산광역시 강서구 강동동 2921-28,,기타
6260723,주식회사 동양환경,부산광역시 강서구 강동동 857-3,,기타
6260724,(주)금맥,부산광역시 기장군 기장읍 청강리 174-4,0,통신
6260739,스마트레일주식회사,부산광역시 부산진구 당감동 82-2,0,기타
6260740,양득건설(주),부산광역시 북구 구포동 1240-12,,하수
6260745,(주)드림정보기술,부산광역시 사상구 감전동 308,4층,통신
6260750,(주) 다원종합건설,부산광역시 연제구 연산동 1499-31 스타빌딩,5층,기타
6260753,보람종합건설(주),부산광역시 사상구 엄궁동,,기타
6260761,(주)예림디자인,부산광역시 사하구 괴정동 571-8 일동지에닌,일동지에닌아파트상가 2층 213호,기타
6260769,티엘엔지니어링건축사사무소(주),부산광역시 수영구 민락동 15-1,,기타
6260774,(주)다해종합건설,부산광역시 부산진구 부암동 438-9,백양순환로 110번길 35,기타
6260782,디엘이앤씨 주식회사,서울특별시 종로구 통일로 134(평동),,기타
6260800,(주)한진중공업,부산광역시 영도구 봉래동5가 3 한진중공업,한징중공업 조선부문본사,기타
6260801,에스제이산업개발(주),울산광역시 울주군 온산읍 원산리 921-1,,기타
6260816,(주)부산칼빈,부산진구 신천대로 65번길43,,도로
6260817,부림건축디자인,부산광역시 수영구 망미동 417-10,4층,하수
6260828,혁성건설,부산광역시 사상구 괘법동 578 산업용품유통상가,24동 203호,하수
6260836,(주)명도,부산광역시 강서구 대저1동 2379-10,,도로
6260837,(주)이랜드건설,경기도 용인시 기흥구 영덕동 985-1 이씨티,비동 308호,하수
6260840,(주)서비스월드,부산광역시 동구 범일동 830-51,302호,통신
6260846,부산지방해양수산청부산항건설사무소,부산광역시 동구 좌천동 1116-1 부산지방해양수산청,부산지방해양사순창 부산항건설사무소,기타
6260854,예원건설 주식회사,부산광역시 기장군 장안읍 반룡리 427,,기타
6260865,세종앤파트너스7(주),부산광역시 해운대구 우동 760-3 오션타워,"802호,803호",기타
6260867,예광종합건설,부산광역시 남구 대연동 889-5 쌍둥이돼지국밥2,4층,기타
6260881,삼성g2b(주),부산광역시 부산진구 양정동 165-1,"6,7층",도로
6260886,주식회사 재성이엔씨,부산광역시 사하구 하단동 524-4 건아연립주택,지하1층,기타
6260889,(주)그린스페이스,부산광역시 연제구 거제동 917-11 삼도원룸,302호,기타
6260890,가람포장건설(주),부산광역시 해운대구 좌동 1477-1,"2007호(좌동, 더퍼스트)",기타
6260683,우리종합건설,부산광역시 해운대구 재송동 1212 큐비이센텀,1211호,기타
6260687,티엘엔지니어링 건축사사무소(주),부산광역시 수영구 민락동 15-1,티엘아트센터,기타
6260689,(유)매일상사,부산광역시 강서구 대저1동 660,,기타
6260697,(주)명승종합건설,경상남도 김해시 율하동 1333-3,30,기타
6260706,007하수구수도누수탐지설비,부산광역시 동래구 안락동 429-1,,기타
6260707,주식회사 쿨스,부산광역시 강서구 송정동 1713,,기타
6260711,이너스건설,부산광역시 금정구 회동동 23-2 회동동 화물차 공영차고지,113호,기타
6260715,온천2구역주택재개발정비사업조합,부산광역시 동래구 온천동 1406-35,,개인
6260718,엠엘아이티에스,부산시 강서구 평강로345번길,,기타
6260722,(주)연동,부산광역시 동래구 사직동 134-12,3층,기타
6260725,(주)우림종합건설,부산광역시 강서구 대저1동 1406-10,,기타
6260732,(주)태영건설,서울특별시 영등포구 여의공원로 111,,기타
6260734,명신건설(주),울산 울주군 상북 석남로 751,,기타
6260744,온천4구역주택재개발정비사업조합,부산광역시 동래구 온천동 144-6 온천새마을금고 온천장지점,2층,개인
6260751,어반주택,부산광역시 부산진구 부전동 345-15,1층,전기
6260758,(주) 시에이치건설,대구광역시 수성구 범어동 177-3 마크팰리스 범어,512호(범어동 마크팰리스범어),개인
6260760,(주)부일기획,부산광역시 사상구 주례동 55-100,케이테크밸리 6층,개인
6260765,대명토건 주식회사,부산시 금정구 수림로,,기타
6260768,(주)롯데건설,서울특별시 서초구 잠원로14길 29,,기타
6260770,(주)정록건설,부산광역시 동래구 안락동 419-16,"동래구 충렬사로 36, 3층",기타
6260773,신라종합건축사사무소(주),"부산광역시 북구 낙동대로 1570번길 17, 3층",,기타
6260775,주식회사 유주,부산광역시 기장군 기장읍 차성로190번길 33,2층,기타
6260776,강진종합건설(주),부산광역시 남구 문현동 523-1,"부산광역시 남구 전포대로 90, 4층 404호",기타
6260779,(주)GS건설,서울특별시 종로구 청진동 70 그랑서울,부산 강서구 과학산단2로 12 굿프라임빌딩 6층,개인
6260783,서호건설(주),부산광역시 부산진구 개금동 403-6,,기타
6260792,(주)스타일종합건설,인천광역시 계양구 계산동 1080-7 미래사랑빌딩,,기타
6260797,발해건설(주),부산광역시 사하구 하단동 1176 가락타운2·3단지,355동 502-4호,기타
6260811,에스에스씨건설,부산광역시 연제구 연산동 314-2,3층,하수
6260812,건축사사무소우진,부산광역시 강서구 대저1동 691-4,,기타
6260818,(주)세정이엔지,부산광역시 부산진구 범천동 1298-14,부연 B1,기타
6260826,초우종합건설(주),부산광역시 남구 문현동,"201,4층",기타
6260861,만덕동신타운재건축조합,부산광역시 북구 만덕동 286-8,4층,기타
6260875,보성엔지니어링,부산광역시 사상구 감전동 504-37,,전기
6260685,(주)세인텍,경남 김해시 가락로23번길 27,,기타
6260696,보보코리아,울산광역시 동구 방어동 525-19 오페라하우스,401호,기타
6260698,부경건설중기,부산광역시 부산진구 전포동 878-25,4층,기타
6260703,로뎀건축사사무소,경상남도 김해시 부원동 67-4,202호,기타
6260708,대호토건,부산광역시 강서구 범방동 1853-13,,기타
6260737,대창기업(주),"경기도 안양시 만안구 안양로 80,301호(안양동,국토빌딩)",,기타
6260741,(주)지니이앤씨,서울특별시 송파구 문정동 628 가든파이브툴,제6-디57호,기타
6260742,태인텔레콤 주식회사,부산광역시 연제구 거제동 598-2,,기타
6260755,(주)한가람종합건설,부산광역시 강서구 대저2동,1층,기타
6260757,홍재종합건설(주),울산광역시 중구 성안동 401-2,2층,개인
6260762,씨지종합건설(주),경상남도 함안군 칠원읍 예곡리 695 부동산중개업소,씨지종합건설,하수
6260764,(주)로드종합건설,경상남도 김해시 전하동,,기타
